branch,hour,year,NR
Hunt. Hicks.,22,2017,100
Hunt. Hicks.,23,2017,103
Hunt. Hicks.,0,2018,16
Hunt. Hicks.,1,2018,22
Hunt. Hicks.,2,2018,9
Hunt. Hicks.,3,2018,11
Hunt. Hicks.,4,2018,
Hunt. Hicks.,5,2018,55
Hunt. Hicks.,6,2018,95
Hunt. Hicks.,7,2018,104
Hunt. Hicks.,8,2018,103
Hunt. Hicks.,9,2018,20
Hunt. Hicks.,10,2018,19
Hunt. Hicks.,11,2018,42
Hunt. Hicks.,12,2018,37
Hunt. Hicks.,13,2018,37
Hunt. Hicks.,14,2018,57
Hunt. Hicks.,15,2018,92
Hunt. Hicks.,16,2018,70
Hunt. Hicks.,17,2018,146
Hunt. Hicks.,18,2018,151
Hunt. Hicks.,19,2018,87
Hunt. Hicks.,20,2018,69
Hunt. Hicks.,21,2018,77
Hunt. Hicks.,22,2018,45
Hunt. Hicks.,23,2018,76
Long Beach,0,2010,7
Long Beach,1,2010,5
Long Beach,2,2010,
Long Beach,3,2010,15
Long Beach,4,2010,
Long Beach,5,2010,4
Long Beach,6,2010,15
Long Beach,7,2010,39
Long Beach,8,2010,55
Long Beach,9,2010,19
Long Beach,10,2010,19
Long Beach,11,2010,21
Long Beach,12,2010,6
Long Beach,13,2010,18
Long Beach,14,2010,15
Long Beach,15,2010,23
Long Beach,16,2010,45
Long Beach,17,2010,68
Long Beach,18,2010,40
Long Beach,19,2010,34
Long Beach,20,2010,31
Long Beach,21,2010,12
Long Beach,22,2010,6
Long Beach,23,2010,6
Long Beach,0,2011,17
Long Beach,1,2011,6
Long Beach,2,2011,
Long Beach,3,2011,15
Long Beach,4,2011,
Long Beach,5,2011,12
Long Beach,6,2011,40
Long Beach,7,2011,95
Long Beach,8,2011,73
Long Beach,9,2011,34
Long Beach,10,2011,29
Long Beach,11,2011,40
Long Beach,12,2011,24
Long Beach,13,2011,21
Long Beach,14,2011,25
Long Beach,15,2011,33
Long Beach,16,2011,78
Long Beach,17,2011,114
Long Beach,18,2011,60
Long Beach,19,2011,49
Long Beach,20,2011,38
Long Beach,21,2011,35
Long Beach,22,2011,23
Long Beach,23,2011,18
Long Beach,0,2012,11
Long Beach,1,2012,3
Long Beach,2,2012,
Long Beach,3,2012,9
Long Beach,4,2012,5
Long Beach,5,2012,14
Long Beach,6,2012,31
Long Beach,7,2012,67
Long Beach,8,2012,54
Long Beach,9,2012,34
Long Beach,10,2012,14
Long Beach,11,2012,29
Long Beach,12,2012,25
Long Beach,13,2012,13
Long Beach,14,2012,12
Long Beach,15,2012,28
Long Beach,16,2012,56
Long Beach,17,2012,104
Long Beach,18,2012,61
Long Beach,19,2012,44
Long Beach,20,2012,46
Long Beach,21,2012,28
Long Beach,22,2012,16
Long Beach,23,2012,17
Long Beach,0,2013,5
Long Beach,1,2013,2
Long Beach,2,2013,
Long Beach,3,2013,11
Long Beach,4,2013,2
Long Beach,5,2013,13
Long Beach,6,2013,38
Long Beach,7,2013,135
Long Beach,8,2013,110
Long Beach,9,2013,70
Long Beach,10,2013,35
Long Beach,11,2013,45
Long Beach,12,2013,43
Long Beach,13,2013,23
Long Beach,14,2013,35
Long Beach,15,2013,37
Long Beach,16,2013,82
Long Beach,17,2013,123
Long Beach,18,2013,70
Long Beach,19,2013,42
Long Beach,20,2013,36
Long Beach,21,2013,18
Long Beach,22,2013,14
Long Beach,23,2013,8
Long Beach,0,2014,9
Long Beach,1,2014,12
Long Beach,2,2014,
Long Beach,3,2014,18
Long Beach,4,2014,5
Long Beach,5,2014,15
Long Beach,6,2014,38
Long Beach,7,2014,120
Long Beach,8,2014,164
Long Beach,9,2014,39
Long Beach,10,2014,61
Long Beach,11,2014,39
Long Beach,12,2014,49
Long Beach,13,2014,27
Long Beach,14,2014,35
Long Beach,15,2014,56
Long Beach,16,2014,189
Long Beach,17,2014,214
Long Beach,18,2014,104
Long Beach,19,2014,70
Long Beach,20,2014,33
Long Beach,21,2014,45
Long Beach,22,2014,17
Long Beach,23,2014,26
Long Beach,0,2015,21
Long Beach,1,2015,8
Long Beach,2,2015,
Long Beach,3,2015,18
Long Beach,4,2015,2
Long Beach,5,2015,25
Long Beach,6,2015,67
Long Beach,7,2015,180
Long Beach,8,2015,148
Long Beach,9,2015,28
Long Beach,10,2015,66
Long Beach,11,2015,50
Long Beach,12,2015,40
Long Beach,13,2015,24
Long Beach,14,2015,40
Long Beach,15,2015,62
Long Beach,16,2015,128
Long Beach,17,2015,281
Long Beach,18,2015,98
Long Beach,19,2015,52
Long Beach,20,2015,38
Long Beach,21,2015,57
Long Beach,22,2015,18
Long Beach,23,2015,29
Long Beach,0,2016,9
Long Beach,1,2016,9
Long Beach,2,2016,
Long Beach,3,2016,23
Long Beach,4,2016,2
Long Beach,5,2016,9
Long Beach,6,2016,47
Long Beach,7,2016,99
Long Beach,8,2016,95
Long Beach,9,2016,28
Long Beach,10,2016,50
Long Beach,11,2016,25
Long Beach,12,2016,23
Long Beach,13,2016,11
Long Beach,14,2016,54
Long Beach,15,2016,47
Long Beach,16,2016,128
Long Beach,17,2016,186
Long Beach,18,2016,74
Long Beach,19,2016,61
Long Beach,20,2016,27
Long Beach,21,2016,42
Long Beach,22,2016,30
Long Beach,23,2016,25
Long Beach,0,2017,10
Long Beach,1,2017,6
Long Beach,2,2017,
Long Beach,3,2017,21
Long Beach,4,2017,4
Long Beach,5,2017,19
Long Beach,6,2017,58
Long Beach,7,2017,123
Long Beach,8,2017,126
Long Beach,9,2017,25
Long Beach,10,2017,53
Long Beach,11,2017,27
Long Beach,12,2017,26
Long Beach,13,2017,26
Long Beach,14,2017,48
Long Beach,15,2017,62
Long Beach,16,2017,209
Long Beach,17,2017,248
Long Beach,18,2017,123
Long Beach,19,2017,66
Long Beach,20,2017,25
Long Beach,21,2017,58
Long Beach,22,2017,17
Long Beach,23,2017,17
Long Beach,0,2018,4
Long Beach,1,2018,5
Long Beach,2,2018,
Long Beach,3,2018,15
Long Beach,4,2018,1
Long Beach,5,2018,11
Long Beach,6,2018,67
Long Beach,7,2018,87
Long Beach,8,2018,98
Long Beach,9,2018,8
Long Beach,10,2018,15
Long Beach,11,2018,16
Long Beach,12,2018,21
Long Beach,13,2018,15
Long Beach,14,2018,28
Long Beach,15,2018,37
Long Beach,16,2018,102
Long Beach,17,2018,96
Long Beach,18,2018,58
Long Beach,19,2018,29
Long Beach,20,2018,26
Long Beach,21,2018,31
Long Beach,22,2018,13
Long Beach,23,2018,16
Montauk,0,2010,
Montauk,1,2010,39
Montauk,2,2010,
Montauk,3,2010,
Montauk,4,2010,4
Montauk,5,2010,42
Montauk,6,2010,28
Montauk,7,2010,23
Montauk,8,2010,50
Montauk,9,2010,26
Montauk,10,2010,27
Montauk,11,2010,45
Montauk,12,2010,28
Montauk,13,2010,30
Montauk,14,2010,78
Montauk,15,2010,29
Montauk,16,2010,91
Montauk,17,2010,106
Montauk,18,2010,53
Montauk,19,2010,84
Montauk,20,2010,21
Montauk,21,2010,54
Montauk,22,2010,25
Montauk,23,2010,30
Montauk,0,2011,1
Montauk,1,2011,68
Montauk,2,2011,
Montauk,3,2011,
Montauk,4,2011,16
Montauk,5,2011,87
Montauk,6,2011,68
Montauk,7,2011,79
Montauk,8,2011,86
Montauk,9,2011,63
Montauk,10,2011,48
Montauk,11,2011,89
Montauk,12,2011,51
Montauk,13,2011,38
Montauk,14,2011,83
Montauk,15,2011,92
Montauk,16,2011,127
Montauk,17,2011,138
Montauk,18,2011,108
Montauk,19,2011,155
Montauk,20,2011,43
Montauk,21,2011,78
Montauk,22,2011,59
Montauk,23,2011,30
Montauk,0,2012,
Montauk,1,2012,28
Montauk,2,2012,
Montauk,3,2012,
Montauk,4,2012,6
Montauk,5,2012,61
Montauk,6,2012,56
Montauk,7,2012,53
Montauk,8,2012,61
Montauk,9,2012,38
Montauk,10,2012,48
Montauk,11,2012,89
Montauk,12,2012,72
Montauk,13,2012,36
Montauk,14,2012,75
Montauk,15,2012,65
Montauk,16,2012,134
Montauk,17,2012,151
Montauk,18,2012,135
Montauk,19,2012,110
Montauk,20,2012,32
Montauk,21,2012,67
Montauk,22,2012,50
Montauk,23,2012,19
Montauk,0,2013,13
Montauk,1,2013,32
Montauk,2,2013,
Montauk,3,2013,
Montauk,4,2013,6
Montauk,5,2013,74
Montauk,6,2013,82
Montauk,7,2013,60
Montauk,8,2013,70
Montauk,9,2013,28
Montauk,10,2013,85
Montauk,11,2013,97
Montauk,12,2013,60
Montauk,13,2013,43
Montauk,14,2013,95
Montauk,15,2013,76
Montauk,16,2013,124
Montauk,17,2013,116
Montauk,18,2013,98
Montauk,19,2013,125
Montauk,20,2013,40
Montauk,21,2013,84
Montauk,22,2013,56
Montauk,23,2013,48
Montauk,0,2014,10
Montauk,1,2014,40
Montauk,2,2014,
Montauk,3,2014,
Montauk,4,2014,4
Montauk,5,2014,113
Montauk,6,2014,56
Montauk,7,2014,73
Montauk,8,2014,75
Montauk,9,2014,34
Montauk,10,2014,77
Montauk,11,2014,77
Montauk,12,2014,51
Montauk,13,2014,40
Montauk,14,2014,131
Montauk,15,2014,80
Montauk,16,2014,195
Montauk,17,2014,127
Montauk,18,2014,122
Montauk,19,2014,189
Montauk,20,2014,30
Montauk,21,2014,59
Montauk,22,2014,64
Montauk,23,2014,60
Montauk,0,2015,13
Montauk,1,2015,46
Montauk,2,2015,
Montauk,3,2015,
Montauk,4,2015,9
Montauk,5,2015,117
Montauk,6,2015,55
Montauk,7,2015,108
Montauk,8,2015,93
Montauk,9,2015,34
Montauk,10,2015,63
Montauk,11,2015,108
Montauk,12,2015,56
Montauk,13,2015,63
Montauk,14,2015,101
Montauk,15,2015,85
Montauk,16,2015,176
Montauk,17,2015,113
Montauk,18,2015,105
Montauk,19,2015,154
Montauk,20,2015,36
Montauk,21,2015,51
Montauk,22,2015,43
Montauk,23,2015,57
Montauk,0,2016,23
Montauk,1,2016,48
Montauk,2,2016,1
Montauk,3,2016,1
Montauk,4,2016,7
Montauk,5,2016,158
Montauk,6,2016,48
Montauk,7,2016,90
Montauk,8,2016,100
Montauk,9,2016,41
Montauk,10,2016,55
Montauk,11,2016,142
Montauk,12,2016,80
Montauk,13,2016,49
Montauk,14,2016,126
Montauk,15,2016,80
Montauk,16,2016,118
Montauk,17,2016,81
Montauk,18,2016,74
Montauk,19,2016,132
Montauk,20,2016,34
Montauk,21,2016,52
Montauk,22,2016,45
Montauk,23,2016,70
Montauk,0,2017,20
Montauk,1,2017,110
Montauk,2,2017,
Montauk,3,2017,
Montauk,4,2017,12
Montauk,5,2017,118
Montauk,6,2017,50
Montauk,7,2017,133
Montauk,8,2017,98
Montauk,9,2017,31
Montauk,10,2017,92
Montauk,11,2017,158
Montauk,12,2017,76
Montauk,13,2017,44
Montauk,14,2017,94
Montauk,15,2017,100
Montauk,16,2017,185
Montauk,17,2017,111
Montauk,18,2017,88
Montauk,19,2017,157
Montauk,20,2017,47
Montauk,21,2017,106
Montauk,22,2017,62
Montauk,23,2017,75
Montauk,0,2018,11
Montauk,1,2018,49
Montauk,2,2018,
Montauk,3,2018,2
Montauk,4,2018,4
Montauk,5,2018,46
Montauk,6,2018,34
Montauk,7,2018,59
Montauk,8,2018,56
Montauk,9,2018,27
Montauk,10,2018,24
Montauk,11,2018,58
Montauk,12,2018,25
Montauk,13,2018,16
Montauk,14,2018,44
Montauk,15,2018,40
Montauk,16,2018,79
Montauk,17,2018,54
Montauk,18,2018,67
Montauk,19,2018,45
Montauk,20,2018,29
Montauk,21,2018,30
Montauk,22,2018,28
Montauk,23,2018,35
Oyster Bay,0,2010,
Oyster Bay,1,2010,10
Oyster Bay,2,2010,
Oyster Bay,3,2010,
Oyster Bay,4,2010,
Oyster Bay,5,2010,12
Oyster Bay,6,2010,5
Oyster Bay,7,2010,24
Oyster Bay,8,2010,42
Oyster Bay,9,2010,17
Oyster Bay,10,2010,19
Oyster Bay,11,2010,9
Oyster Bay,12,2010,24
Oyster Bay,13,2010,20
Oyster Bay,14,2010,21
Oyster Bay,15,2010,23
Oyster Bay,16,2010,48
Oyster Bay,17,2010,19
Oyster Bay,18,2010,58
Oyster Bay,19,2010,4
Oyster Bay,20,2010,14
Oyster Bay,21,2010,35
Oyster Bay,22,2010,18
Oyster Bay,23,2010,24
Oyster Bay,0,2011,
Oyster Bay,1,2011,19
Oyster Bay,2,2011,
Oyster Bay,3,2011,
Oyster Bay,4,2011,
Oyster Bay,5,2011,32
Oyster Bay,6,2011,29
Oyster Bay,7,2011,49
Oyster Bay,8,2011,64
Oyster Bay,9,2011,40
Oyster Bay,10,2011,18
Oyster Bay,11,2011,11
Oyster Bay,12,2011,25
Oyster Bay,13,2011,21
Oyster Bay,14,2011,41
Oyster Bay,15,2011,19
Oyster Bay,16,2011,71
Oyster Bay,17,2011,19
Oyster Bay,18,2011,127
Oyster Bay,19,2011,1
Oyster Bay,20,2011,18
Oyster Bay,21,2011,35
Oyster Bay,22,2011,24
Oyster Bay,23,2011,17
Oyster Bay,0,2012,
Oyster Bay,1,2012,9
Oyster Bay,2,2012,
Oyster Bay,3,2012,
Oyster Bay,4,2012,
Oyster Bay,5,2012,19
Oyster Bay,6,2012,14
Oyster Bay,7,2012,35
Oyster Bay,8,2012,63
Oyster Bay,9,2012,26
Oyster Bay,10,2012,22
Oyster Bay,11,2012,10
Oyster Bay,12,2012,20
Oyster Bay,13,2012,14
Oyster Bay,14,2012,15
Oyster Bay,15,2012,16
Oyster Bay,16,2012,77
Oyster Bay,17,2012,23
Oyster Bay,18,2012,79
Oyster Bay,19,2012,4
Oyster Bay,20,2012,31
Oyster Bay,21,2012,68
Oyster Bay,22,2012,20
Oyster Bay,23,2012,25
Oyster Bay,0,2013,
Oyster Bay,1,2013,11
Oyster Bay,2,2013,
Oyster Bay,3,2013,
Oyster Bay,4,2013,
Oyster Bay,5,2013,16
Oyster Bay,6,2013,20
Oyster Bay,7,2013,70
Oyster Bay,8,2013,66
Oyster Bay,9,2013,34
Oyster Bay,10,2013,42
Oyster Bay,11,2013,18
Oyster Bay,12,2013,27
Oyster Bay,13,2013,26
Oyster Bay,14,2013,15
Oyster Bay,15,2013,35
Oyster Bay,16,2013,85
Oyster Bay,17,2013,19
Oyster Bay,18,2013,153
Oyster Bay,19,2013,5
Oyster Bay,20,2013,35
Oyster Bay,21,2013,53
Oyster Bay,22,2013,29
Oyster Bay,23,2013,41
Oyster Bay,0,2014,
Oyster Bay,1,2014,16
Oyster Bay,2,2014,
Oyster Bay,3,2014,
Oyster Bay,4,2014,
Oyster Bay,5,2014,20
Oyster Bay,6,2014,30
Oyster Bay,7,2014,74
Oyster Bay,8,2014,59
Oyster Bay,9,2014,38
Oyster Bay,10,2014,26
Oyster Bay,11,2014,13
Oyster Bay,12,2014,32
Oyster Bay,13,2014,26
Oyster Bay,14,2014,10
Oyster Bay,15,2014,33
Oyster Bay,16,2014,111
Oyster Bay,17,2014,19
Oyster Bay,18,2014,186
Oyster Bay,19,2014,4
Oyster Bay,20,2014,31
Oyster Bay,21,2014,43
Oyster Bay,22,2014,23
Oyster Bay,23,2014,35
Oyster Bay,0,2015,
Oyster Bay,1,2015,10
Oyster Bay,2,2015,1
Oyster Bay,3,2015,
Oyster Bay,4,2015,
Oyster Bay,5,2015,35
Oyster Bay,6,2015,21
Oyster Bay,7,2015,70
Oyster Bay,8,2015,73
Oyster Bay,9,2015,43
Oyster Bay,10,2015,13
Oyster Bay,11,2015,17
Oyster Bay,12,2015,39
Oyster Bay,13,2015,40
Oyster Bay,14,2015,9
Oyster Bay,15,2015,41
Oyster Bay,16,2015,145
Oyster Bay,17,2015,27
Oyster Bay,18,2015,180
Oyster Bay,19,2015,5
Oyster Bay,20,2015,33
Oyster Bay,21,2015,40
Oyster Bay,22,2015,29
Oyster Bay,23,2015,37
Oyster Bay,0,2016,2
Oyster Bay,1,2016,19
Oyster Bay,2,2016,
Oyster Bay,3,2016,
Oyster Bay,4,2016,
Oyster Bay,5,2016,21
Oyster Bay,6,2016,17
Oyster Bay,7,2016,76
Oyster Bay,8,2016,76
Oyster Bay,9,2016,28
Oyster Bay,10,2016,31
Oyster Bay,11,2016,20
Oyster Bay,12,2016,37
Oyster Bay,13,2016,33
Oyster Bay,14,2016,27
Oyster Bay,15,2016,45
Oyster Bay,16,2016,128
Oyster Bay,17,2016,22
Oyster Bay,18,2016,157
Oyster Bay,19,2016,11
Oyster Bay,20,2016,32
Oyster Bay,21,2016,40
Oyster Bay,22,2016,23
Oyster Bay,23,2016,29
Oyster Bay,0,2017,
Oyster Bay,1,2017,26
Oyster Bay,2,2017,
Oyster Bay,3,2017,
Oyster Bay,4,2017,
Oyster Bay,5,2017,32
Oyster Bay,6,2017,25
Oyster Bay,7,2017,82
Oyster Bay,8,2017,57
Oyster Bay,9,2017,29
Oyster Bay,10,2017,18
Oyster Bay,11,2017,16
Oyster Bay,12,2017,40
Oyster Bay,13,2017,18
Oyster Bay,14,2017,22
Oyster Bay,15,2017,83
Oyster Bay,16,2017,157
Oyster Bay,17,2017,22
Oyster Bay,18,2017,191
Oyster Bay,19,2017,1
Oyster Bay,20,2017,27
Oyster Bay,21,2017,37
Oyster Bay,22,2017,33
Oyster Bay,23,2017,37
Oyster Bay,0,2018,
Oyster Bay,1,2018,12
Oyster Bay,2,2018,
Oyster Bay,3,2018,
Oyster Bay,4,2018,
Oyster Bay,5,2018,17
Oyster Bay,6,2018,11
Oyster Bay,7,2018,52
Oyster Bay,8,2018,35
Oyster Bay,9,2018,15
Oyster Bay,10,2018,15
Oyster Bay,11,2018,11
Oyster Bay,12,2018,27
Oyster Bay,13,2018,23
Oyster Bay,14,2018,26
Oyster Bay,15,2018,40
Oyster Bay,16,2018,81
Oyster Bay,17,2018,20
Oyster Bay,18,2018,117
Oyster Bay,19,2018,4
Oyster Bay,20,2018,26
Oyster Bay,21,2018,27
Oyster Bay,22,2018,27
Oyster Bay,23,2018,23
Port Jefferson,0,2010,13
Port Jefferson,1,2010,
Port Jefferson,2,2010,24
Port Jefferson,3,2010,
Port Jefferson,4,2010,24
Port Jefferson,5,2010,22
Port Jefferson,6,2010,41
Port Jefferson,7,2010,49
Port Jefferson,8,2010,32
Port Jefferson,9,2010,2
Port Jefferson,10,2010,29
Port Jefferson,11,2010,19
Port Jefferson,12,2010,1
Port Jefferson,13,2010,40
Port Jefferson,14,2010,44
Port Jefferson,15,2010,11
Port Jefferson,16,2010,117
Port Jefferson,17,2010,32
Port Jefferson,18,2010,54
Port Jefferson,19,2010,3
Port Jefferson,20,2010,34
Port Jefferson,21,2010,63
Port Jefferson,22,2010,24
Port Jefferson,23,2010,45
Port Jefferson,0,2011,19
Port Jefferson,1,2011,1
Port Jefferson,2,2011,57
Port Jefferson,3,2011,1
Port Jefferson,4,2011,32
Port Jefferson,5,2011,62
Port Jefferson,6,2011,57
Port Jefferson,7,2011,70
Port Jefferson,8,2011,69
Port Jefferson,9,2011,9
Port Jefferson,10,2011,32
Port Jefferson,11,2011,29
Port Jefferson,12,2011,1
Port Jefferson,13,2011,32
Port Jefferson,14,2011,62
Port Jefferson,15,2011,11
Port Jefferson,16,2011,189
Port Jefferson,17,2011,95
Port Jefferson,18,2011,90
Port Jefferson,19,2011,18
Port Jefferson,20,2011,78
Port Jefferson,21,2011,100
Port Jefferson,22,2011,61
Port Jefferson,23,2011,91
Port Jefferson,0,2012,23
Port Jefferson,1,2012,1
Port Jefferson,2,2012,28
Port Jefferson,3,2012,1
Port Jefferson,4,2012,22
Port Jefferson,5,2012,58
Port Jefferson,6,2012,63
Port Jefferson,7,2012,61
Port Jefferson,8,2012,59
Port Jefferson,9,2012,11
Port Jefferson,10,2012,59
Port Jefferson,11,2012,22
Port Jefferson,12,2012,2
Port Jefferson,13,2012,37
Port Jefferson,14,2012,23
Port Jefferson,15,2012,10
Port Jefferson,16,2012,155
Port Jefferson,17,2012,68
Port Jefferson,18,2012,67
Port Jefferson,19,2012,13
Port Jefferson,20,2012,95
Port Jefferson,21,2012,187
Port Jefferson,22,2012,67
Port Jefferson,23,2012,137
Port Jefferson,0,2013,33
Port Jefferson,1,2013,
Port Jefferson,2,2013,38
Port Jefferson,3,2013,1
Port Jefferson,4,2013,23
Port Jefferson,5,2013,46
Port Jefferson,6,2013,90
Port Jefferson,7,2013,60
Port Jefferson,8,2013,56
Port Jefferson,9,2013,6
Port Jefferson,10,2013,57
Port Jefferson,11,2013,26
Port Jefferson,12,2013,2
Port Jefferson,13,2013,40
Port Jefferson,14,2013,21
Port Jefferson,15,2013,8
Port Jefferson,16,2013,145
Port Jefferson,17,2013,88
Port Jefferson,18,2013,51
Port Jefferson,19,2013,9
Port Jefferson,20,2013,50
Port Jefferson,21,2013,52
Port Jefferson,22,2013,67
Port Jefferson,23,2013,160
Port Jefferson,0,2014,47
Port Jefferson,1,2014,
Port Jefferson,2,2014,75
Port Jefferson,3,2014,1
Port Jefferson,4,2014,42
Port Jefferson,5,2014,55
Port Jefferson,6,2014,127
Port Jefferson,7,2014,93
Port Jefferson,8,2014,116
Port Jefferson,9,2014,10
Port Jefferson,10,2014,67
Port Jefferson,11,2014,44
Port Jefferson,12,2014,1
Port Jefferson,13,2014,36
Port Jefferson,14,2014,93
Port Jefferson,15,2014,18
Port Jefferson,16,2014,196
Port Jefferson,17,2014,129
Port Jefferson,18,2014,66
Port Jefferson,19,2014,12
Port Jefferson,20,2014,87
Port Jefferson,21,2014,75
Port Jefferson,22,2014,80
Port Jefferson,23,2014,174
Port Jefferson,0,2015,39
Port Jefferson,1,2015,
Port Jefferson,2,2015,50
Port Jefferson,3,2015,1
Port Jefferson,4,2015,39
Port Jefferson,5,2015,79
Port Jefferson,6,2015,144
Port Jefferson,7,2015,71
Port Jefferson,8,2015,130
Port Jefferson,9,2015,6
Port Jefferson,10,2015,49
Port Jefferson,11,2015,80
Port Jefferson,12,2015,17
Port Jefferson,13,2015,48
Port Jefferson,14,2015,126
Port Jefferson,15,2015,16
Port Jefferson,16,2015,165
Port Jefferson,17,2015,149
Port Jefferson,18,2015,64
Port Jefferson,19,2015,8
Port Jefferson,20,2015,73
Port Jefferson,21,2015,68
Port Jefferson,22,2015,98
Port Jefferson,23,2015,174
Port Jefferson,0,2016,23
Port Jefferson,1,2016,
Port Jefferson,2,2016,74
Port Jefferson,3,2016,1
Port Jefferson,4,2016,40
Port Jefferson,5,2016,35
Port Jefferson,6,2016,117
Port Jefferson,7,2016,52
Port Jefferson,8,2016,133
Port Jefferson,9,2016,2
Port Jefferson,10,2016,57
Port Jefferson,11,2016,60
Port Jefferson,12,2016,12
Port Jefferson,13,2016,95
Port Jefferson,14,2016,63
Port Jefferson,15,2016,11
Port Jefferson,16,2016,109
Port Jefferson,17,2016,86
Port Jefferson,18,2016,45
Port Jefferson,19,2016,11
Port Jefferson,20,2016,51
Port Jefferson,21,2016,79
Port Jefferson,22,2016,75
Port Jefferson,23,2016,142
Port Jefferson,0,2017,20
Port Jefferson,1,2017,
